gene_id,gene_symbol,span_bp,rds_doan_spanresid_pct,rds_tau_spanresid_pct,rds_nc_spanresid_pct,rds_brain_spanresid_pct,rds_spanresid,gds_v7,rds_v7,classification_v7,classification_r8_spanresid
ENSG00000000460,FIRRM,192074,0.07679935665460394,0.526940088459992,0.12625653397667874,0.08102131081624447,0.20254322476879777,0.264013,0.217883,neutral,neutral
ENSG00000000971,CFH,100723,0.18094089264173704,0.5386007237635706,0.016284680337756333,0.9961801367108967,0.39223964616003215,0.395215,0.358162,neutral,neutral
ENSG00000001084,GCLC,119630,0.14435062324085243,0.2498994772818657,0.8518295134700442,0.14837153196622438,0.34841174105347805,0.187686,0.294079,neutral,regulation-driven
ENSG00000001167,NFYA,29430,0.5060313630880579,0.451145958986731,0.9831121833534379,0.5098512263771613,0.6123441897868919,0.350543,0.356705,neutral,regulation-driven
ENSG00000001561,ENPP4,16700,0.6608363490148773,0.3976678729392843,0.37052673904302375,0.6658624849215923,0.5234720546843586,0.516858,0.178729,neutral,neutral
ENSG00000002745,WNT16,15738,0.6765178930438279,0.7165259348612787,0.5784077201447527,0.6815440289505428,0.6629975874547647,0.41156,0.298351,neutral,regulation-driven
ENSG00000002822,MAD1L1,417451,0.9829111379171693,0.3791716928025734,0.2012464817048653,0.02392440691596301,0.4447627663852031,0.298652,0.528287,neutral,neutral
ENSG00000003056,M6PR,9401,0.793124246079614,0.06755126658624849,0.6154000804181745,0.7979493365500603,0.568264977885002,0.512761,0.125804,gene-driven,neutral
ENSG00000003400,CASP10,46557,0.36771210293526335,0.5484519501407318,0.04081222356252513,0.3717330116606353,0.33197627663852036,0.146459,0.163802,neutral,neutral
ENSG00000003436,TFPI,101531,0.17893043827905106,0.5701648572577402,0.052070767993566545,0.182951347004423,0.24582830719742663,0.354116,0.187525,gene-driven,neutral
ENSG00000003987,MTMR7,116735,0.14997989545637314,0.6200241254523522,0.6407318053880177,0.15420184961801367,0.3910233212706071,0.708905,0.346301,gene-driven,gene-driven
ENSG00000003989,SLC7A2,73486,0.2498994772818657,0.5617209489344592,0.6079613992762364,0.9913550462404503,0.5656614394853237,0.160816,0.510143,regulation-driven,regulation-driven
ENSG00000004059,ARF5,3315,0.9336550060313631,0.044833132287897065,0.9696421391234419,0.9398874145556896,0.7216928025733815,0.482398,0.197678,neutral,regulation-driven
ENSG00000004142,POLDIP2,10895,0.7655810213108163,0.24969843184559712,0.9497386409328509,0.7708082026537998,0.6836952151186169,0.412686,0.267491,neutral,regulation-driven
ENSG00000004455,AK2,73011,0.2503015681544029,0.19320466425412144,0.7613590671491757,0.2535182951347004,0.36443506232408523,0.282971,0.249698,neutral,neutral
ENSG00000004700,RECQL,32760,0.47406513872135103,0.27060715721753115,0.6178126256533977,0.47808604744672295,0.45994169682348207,0.802935,0.216928,gene-driven,gene-driven
ENSG00000004799,PDK4,13018,0.7245677523120225,0.6332931242460796,0.8019702452754323,0.996984318455971,0.775583031765179,0.359942,0.519511,regulation-driven,regulation-driven
ENSG00000004846,ABCB5,161372,0.09650180940892641,0.6855649376759148,0.16344993968636912,0.10052271813429835,0.26130880579010857,0.196542,0.262766,neutral,neutral
ENSG00000004866,ST7,276939,0.046441495778045835,0.25432247687977483,0.8122235625251307,0.04945717732207479,0.2904603940490551,0.109148,0.30192,regulation-driven,regulation-driven
ENSG00000004948,CALCR,150245,0.10554885404101327,0.7559308403699236,0.2679935665460394,0.9973864093285082,0.48712303980699634,0.422512,0.507479,neutral,neutral
ENSG00000005001,PRSS22,5441,0.8854041013268998,0.6753116204262163,0.2677925211097708,0.8910333735424206,0.679603940490551,0.773767,0.206976,gene-driven,neutral
ENSG00000005108,THSD7A,461834,0.016887816646562123,0.6113791716928025,0.40631282669883395,0.018697225572979495,0.2632287897064737,0.149859,0.337254,regulation-driven,neutral
ENSG00000005156,LIG3,29232,0.5074386811419381,0.34499396863691195,0.7241656614394854,0.51145958986731,0.5218134298351428,0.151116,0.255177,neutral,neutral
ENSG00000005238,ATOSB,12230,0.7408524326497788,0.41837555287494976,0.26336952151186166,0.7460796139927623,0.5419079211901889,0.797326,0.158675,gene-driven,gene-driven
ENSG00000005249,PRKAR2B,117107,0.14837153196622438,0.5615199034981906,0.7394451145958987,0.15259348612786489,0.4002714113389626,0.354202,0.35188,neutral,neutral
ENSG00000005448,WDR54,4078,0.916767189384801,0.523924406915963,0.5884599919581825,0.9227985524728589,0.7376859670285485,0.403357,0.211801,neutral,regulation-driven
ENSG00000005469,CROT,54131,0.3250904704463209,0.44310414153598715,0.5460394049055086,0.3289103337354242,0.41059509449135506,0.345538,0.260706,neutral,neutral
ENSG00000005486,RHBDD2,46325,0.3701246481704865,0.5408122235625251,0.12444712505026136,0.3741455568958585,0.3521813429835143,0.500216,0.188631,gene-driven,neutral
ENSG00000005700,IBTK,77769,0.2366304784881383,0.09630076397265783,0.5436268596702855,0.23984720546843585,0.27894049055086445,0.12124,0.186017,neutral,regulation-driven
ENSG00000005812,FBXL3,34598,0.4563731403297145,0.328508242862887,0.9435062324085244,0.4601930036188179,0.5469541616405307,0.447326,0.312023,neutral,neutral
ENSG00000005981,ASB4,61790,0.29071170084439085,0.890832328106152,0.599718536389224,0.2943305186972256,0.5187173301166064,0.404222,0.385605,neutral,neutral
ENSG00000006042,TMEM98,17197,0.6546039404905508,0.5309609971853639,0.9648170486529956,0.6592279855247286,0.7021712907117008,0.684198,0.358565,gene-driven,neutral
ENSG00000006128,TAC1,8389,0.8164455166867712,0.7378367511057499,0.7243667068757539,0.8218737434660234,0.7748592681946119,0.391224,0.316144,neutral,regulation-driven
ENSG00000006194,ZNF263,18119,0.6409328508242863,0.18033775633293125,0.12364294330518698,0.6451548049859268,0.3973059911540008,0.199688,0.078006,neutral,regulation-driven
ENSG00000006377,DLX6,5488,0.8831926015279453,0.8381584238037797,0.8244873341375151,0.888821873743466,0.8583835946924004,0.659378,0.352031,gene-driven,dual-driven
ENSG00000006432,MAP3K9,87009,0.206875753920386,0.5607157217531162,0.5816244471250502,0.21049457177322076,0.38974668275030155,0.132037,0.311419,regulation-driven,regulation-driven
ENSG00000006453,BAIAP2L1,109441,0.16123843988741454,0.4817048652995577,0.38098110172899075,0.991556091676719,0.4623542420587053,0.316033,0.455197,neutral,neutral
ENSG00000006530,AGK,103967,0.17330116606353035,0.04744672295938882,0.36550060313630883,0.1775231202251709,0.1907318053880177,0.758568,0.14415,gene-driven,gene-driven
ENSG00000006555,TTC22,21612,0.593687173301166,0.7438681141938078,0.40570969039002813,0.597708082026538,0.5850422195416164,0.352624,0.277694,neutral,regulation-driven
ENSG00000006715,VPS41,209421,0.986529955770004,0.11077603538399679,0.7579412947326095,0.07177322074788903,0.5274929634097305,0.343684,0.554272,dual-driven,dual-driven
ENSG00000006831,ADIPOR2,100101,0.18174507438681142,0.3005629272215521,0.7551266586248492,0.18556493767591475,0.35555890631282666,0.403026,0.285233,neutral,neutral
ENSG00000007171,NOS2,43764,0.38761560112585447,0.5560916767189384,0.5866505830317652,0.391837555287495,0.48033775633293124,0.686932,0.290209,gene-driven,gene-driven
ENSG00000007216,SLC13A2,24489,0.5570969039002814,0.8009650180940893,0.5448331322878971,0.5611178126256534,0.6158021712907117,0.723918,0.324688,gene-driven,neutral
ENSG00000007341,ST7L,97312,0.18697225572979492,0.5130679533574588,0.7205468435866506,0.19079211901889828,0.4026537997587455,0.641965,0.33077,gene-driven,gene-driven
ENSG00000007402,CACNA2D2,141632,0.11359067149175714,0.67048652995577,0.5878568556493767,0.11761158021712907,0.37218536389223966,0.381589,0.352684,neutral,neutral
ENSG00000007866,TEAD3,23483,0.5679533574587857,0.40048250904704463,0.9400884599919582,0.5719742661841576,0.619923602734218,0.779116,0.320366,gene-driven,gene-driven
ENSG00000007908,SELE,42066,0.40128669079211904,0.6891837555287494,0.08082026537997587,0.40510655408122237,0.3939083232810615,0.14805,0.210444,neutral,regulation-driven
ENSG00000007944,MYLIP,22282,0.5846401286690792,0.255729794933655,0.9071170084439083,0.5888620828307197,0.5838761560112585,0.734168,0.270356,gene-driven,gene-driven
ENSG00000007968,E2F2,24796,0.5546843586650583,0.6801367108966626,0.5080418174507438,0.5587052673904302,0.5751909931644551,0.475141,0.287897,neutral,neutral
ENSG00000008018,PSMB1,18188,0.640128669079212,0.01407318053880177,0.9352633695215119,0.6443506232408525,0.5582428628870125,0.611057,0.214918,neutral,neutral
ENSG00000008083,JARID2,275974,0.04724567752312023,0.441696823482107,0.7917169280257338,0.050261359067149174,0.33257941294732607,0.113088,0.346602,regulation-driven,regulation-driven
ENSG00000008118,CAMK1G,30226,0.9941696823482107,0.7778447929232006,0.609167671893848,0.5028146361077603,0.7455669481302774,0.26731,0.637756,regulation-driven,regulation-driven
ENSG00000008197,TFAP2D,59508,0.2989545637314033,0.9945717732207479,0.9800965018094089,0.30237233614796943,0.6438279051065541,0.495074,0.495225,neutral,neutral
ENSG00000008256,CYTH3,110866,0.1588258946521914,0.3228789706473663,0.8705267390430237,0.16344993968636912,0.37868918375552874,0.318335,0.314033,neutral,neutral
ENSG00000008323,PLEKHG6,18071,0.6421391234418978,0.5440289505428226,0.21853638922396462,0.6463610776035384,0.5125552874949739,0.137455,0.190591,neutral,regulation-driven
ENSG00000008394,MGST1,262118,0.050261359067149174,0.62464817048653,0.1650583031765179,0.05327704061117813,0.22316043425814236,0.520044,0.262917,neutral,neutral
ENSG00000008405,CRY1,102186,0.17772416566143948,0.4049055086449538,0.8230800160836349,0.18174507438681142,0.3966626457579413,0.312203,0.323683,neutral,neutral
ENSG00000008516,MMP25,14668,0.6940088459991958,0.8661037394451147,0.17712102935263369,0.6988339364696421,0.6087756332931242,0.615,0.257338,gene-driven,neutral
ENSG00000008952,SEC62,31739,0.4857257740249296,0.10896662645757942,0.9513470044229996,0.48954563731403294,0.5087052673904302,0.515511,0.258645,gene-driven (relaxed),neutral
ENSG00000009709,PAX7,118021,0.146562123039807,0.9489344591877764,0.8912344189786892,0.15058303176517893,0.5341274628065943,0.321944,0.466174,neutral,regulation-driven
ENSG00000009724,MASP2,25231,0.5506634499396864,0.7951347004423,0.2498994772818657,0.5548854041013269,0.5374346602332127,0.402168,0.266385,neutral,neutral
ENSG00000009765,IYD,37078,0.4338560514676317,0.9837153196622437,0.6314837153196623,0.998994772818657,0.7337555287494975,0.573204,0.596763,neutral,dual-driven
ENSG00000009780,FAM76A,37156,0.4336550060313631,0.2605548854041013,0.9471250502613591,0.4378769601930036,0.5195918777643748,0.819592,0.298201,gene-driven,gene-driven
ENSG00000009790,TRAF3IP3,26289,0.5410132689987938,0.7476879774829112,0.1708886208283072,0.9935665460394049,0.5906614394853237,0.742909,0.437354,gene-driven,gene-driven
ENSG00000009844,VTA1,77524,0.2376357056694813,0.05568958584640129,0.7400482509047045,0.24085243264977885,0.3183956574185766,0.559436,0.213259,gene-driven,gene-driven
ENSG00000009954,BAZ1B,81888,0.2253719340570969,0.10132689987937274,0.6242460796139928,0.22858866103739445,0.29472255729794933,0.155026,0.203458,neutral,neutral
ENSG00000010017,RANBP9,90338,0.19963811821471653,0.4873341375150784,0.756735022114998,0.20325693606755127,0.41156011258544434,0.3943,0.329363,neutral,neutral
ENSG00000010072,SPRTN,17920,0.644551668677121,0.42380377965420185,0.39525532770406113,0.6487736228387616,0.5278850020104544,0.318838,0.191496,neutral,regulation-driven
ENSG00000010165,METTL13,32364,0.4784881383192601,0.2080820265379976,0.5534780860474467,0.4825090470446321,0.4304382790510655,0.242923,0.187173,neutral,regulation-driven
ENSG00000010244,ZNF207,31754,0.485524728588661,0.0669481302774427,0.9591877764374749,0.48934459187776436,0.5000603136308805,0.708868,0.251257,gene-driven,gene-driven
ENSG00000010256,UQCRC1,11975,0.7460796139927623,0.3610776035383997,0.726779252110977,0.7513067953357458,0.6460494571773221,0.321552,0.230499,neutral,regulation-driven
ENSG00000010278,CD9,38557,0.4221954161640531,0.3361479694410937,0.6499798954563731,0.4264173703256936,0.45847406513872135,0.63824,0.246884,gene-driven,gene-driven
ENSG00000010295,IFFO1,17113,0.6558102131081625,0.3238841978287093,0.7645757941294733,0.6604342581423401,0.6009449135504624,0.171984,0.242209,neutral,regulation-driven
ENSG00000010322,NISCH,37951,0.42802573381584236,0.3852030558906313,0.437675914756735,0.4322476879774829,0.4205770004020909,0.185459,0.211651,neutral,neutral
ENSG00000010539,ZNF200,13897,0.7086851628468034,0.6367108966626458,0.1284680337756333,0.7139123441897869,0.5466827503015682,0.813168,0.190239,gene-driven,gene-driven
ENSG00000010704,HFE,11118,0.7609569762766385,0.18073984720546843,0.15118616807398472,0.7659831121833535,0.46446521913952554,0.178126,0.075694,neutral,regulation-driven
ENSG00000010803,SCMH1,215105,0.06634499396863691,0.1958182549256132,0.5237233614796944,0.07056694813027745,0.21390229191797347,0.361749,0.234771,neutral,neutral
ENSG00000011007,ELOA,18612,0.6328910333735425,0.03116204262163249,0.44008845999195817,0.637112987535183,0.435102533172497,0.269909,0.100875,gene-driven (relaxed),neutral
ENSG00000011021,CLCN6,41984,0.402291917973462,0.18657016485725775,0.9215922798552473,0.40631282669883395,0.4789907519099316,0.747769,0.272216,gene-driven,gene-driven
ENSG00000011083,SLC6A7,32727,0.4744672295938882,0.7746280659429031,0.669481302774427,0.4784881383192601,0.599065138721351,0.22506,0.354946,neutral,regulation-driven
ENSG00000011114,BTBD7,95543,0.1901889827100925,0.1461600321672698,0.751708886208283,0.19380780056292723,0.32028548451950145,0.109942,0.245024,neutral,regulation-driven
